instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt,day_type,temp_category,cnt_log,data_source
184,2011-07-03,Fall,0,7,0,0,0,2,0.716667,0.6825,0.228858,2282,2367,4649,Weekend,Warm,8.444622498581403,day
185,2011-07-04,Fall,0,7,1,1,0,2,0.726667,0.637917,0.0814792,3065,2978,6043,Weekday,Warm,8.70682132339263,day
186,2011-07-05,Fall,0,7,0,2,1,1,0.746667,0.590417,0.126258,1031,3634,4665,Weekday,Warm,8.448057452581375,day
187,2011-07-06,Fall,0,7,0,3,1,1,0.72,0.743333,0.149883,784,3845,4629,Weekday,Warm,8.440312147080279,day
188,2011-07-07,Fall,0,7,0,4,1,1,0.75,0.65125,0.1592,754,3838,4592,Weekday,Warm,8.432288684325794,day
189,2011-07-08,Fall,0,7,0,5,1,2,0.709167,0.757917,0.225129,692,3348,4040,Weekday,Warm,8.304247465078474,day
190,2011-07-09,Fall,0,7,0,6,0,1,0.733333,0.609167,0.167912,1988,3348,5336,Weekend,Warm,8.582418976333944,day
191,2011-07-10,Fall,0,7,0,0,0,1,0.7475,0.578333,0.183471,1743,3138,4881,Weekend,Warm,8.493310250952906,day
192,2011-07-11,Fall,0,7,0,1,1,1,0.7625,0.635833,0.282337,723,3363,4086,Weekday,Warm,8.315566483564277,day
193,2011-07-12,Fall,0,7,0,2,1,1,0.794167,0.559167,0.200254,662,3596,4258,Weekday,Warm,8.356789669923213,day
194,2011-07-13,Fall,0,7,0,3,1,1,0.746667,0.631667,0.146133,748,3594,4342,Weekday,Warm,8.376320632534823,day
195,2011-07-14,Fall,0,7,0,4,1,1,0.680833,0.47625,0.240667,888,4196,5084,Weekday,Warm,8.53405030848266,day
196,2011-07-15,Fall,0,7,0,5,1,1,0.663333,0.59125,0.182833,1318,4220,5538,Weekday,Warm,8.619569258033104,day
197,2011-07-16,Fall,0,7,0,6,0,1,0.686667,0.585,0.208342,2418,3505,5923,Weekend,Warm,8.68676717538769,day
198,2011-07-17,Fall,0,7,0,0,0,1,0.719167,0.604167,0.245033,2006,3296,5302,Weekend,Warm,8.57602797713713,day
199,2011-07-18,Fall,0,7,0,1,1,1,0.746667,0.65125,0.215804,841,3617,4458,Weekday,Warm,8.402679804627477,day
200,2011-07-19,Fall,0,7,0,2,1,1,0.776667,0.650417,0.1306,752,3789,4541,Weekday,Warm,8.421122722665503,day
201,2011-07-20,Fall,0,7,0,3,1,1,0.768333,0.707083,0.113817,644,3688,4332,Weekday,Warm,8.374015421739909,day
202,2011-07-21,Fall,0,7,0,4,1,2,0.815,0.69125,0.222021,632,3152,3784,Weekday,Warm,8.23880116587155,day
203,2011-07-22,Fall,0,7,0,5,1,1,0.848333,0.580417,0.1331,562,2825,3387,Weekday,Warm,8.127995055771946,day
204,2011-07-23,Fall,0,7,0,6,0,1,0.849167,0.5,0.131221,987,2298,3285,Weekend,Warm,8.097426298597213,day
205,2011-07-24,Fall,0,7,0,0,0,1,0.83,0.550833,0.169171,1050,2556,3606,Weekend,Warm,8.19063168090354,day
206,2011-07-25,Fall,0,7,0,1,1,1,0.743333,0.757083,0.0908083,568,3272,3840,Weekday,Warm,8.253488028345904,day
207,2011-07-26,Fall,0,7,0,2,1,1,0.771667,0.540833,0.200258,750,3840,4590,Weekday,Warm,8.431853144249223,day
208,2011-07-27,Fall,0,7,0,3,1,1,0.775,0.402917,0.183463,755,3901,4656,Weekday,Warm,8.446126742982377,day
209,2011-07-28,Fall,0,7,0,4,1,1,0.779167,0.583333,0.178479,606,3784,4390,Weekday,Warm,8.387312270561717,day
210,2011-07-29,Fall,0,7,0,5,1,1,0.838333,0.5425,0.174138,670,3176,3846,Weekday,Warm,8.255048902752295,day
211,2011-07-30,Fall,0,7,0,6,0,1,0.804167,0.465833,0.168537,1559,2916,4475,Weekend,Warm,8.406485069431817,day
212,2011-07-31,Fall,0,7,0,0,0,1,0.805833,0.480833,0.164813,1524,2778,4302,Weekend,Warm,8.3670677328386,day
213,2011-08-01,Fall,0,8,0,1,1,1,0.771667,0.550833,0.156717,729,3537,4266,Weekday,Warm,8.358666283188,day
214,2011-08-02,Fall,0,8,0,2,1,1,0.783333,0.49125,0.20585,801,4044,4845,Weekday,Warm,8.48590890137647,day
215,2011-08-03,Fall,0,8,0,3,1,2,0.731667,0.6575,0.135583,467,3107,3574,Weekday,Warm,8.181720455128108,day
216,2011-08-04,Fall,0,8,0,4,1,2,0.71,0.7575,0.19715,799,3777,4576,Weekday,Warm,8.428799040653642,day
217,2011-08-05,Fall,0,8,0,5,1,1,0.710833,0.630833,0.184696,1023,3843,4866,Weekday,Warm,8.490233009833455,day
218,2011-08-06,Fall,0,8,0,6,0,2,0.716667,0.755,0.22825,1521,2773,4294,Weekend,Warm,8.365206834418355,day
219,2011-08-07,Fall,0,8,0,0,0,1,0.7425,0.752917,0.201487,1298,2487,3785,Weekend,Warm,8.239065331769268,day
220,2011-08-08,Fall,0,8,0,1,1,1,0.765,0.592083,0.192175,846,3480,4326,Weekday,Warm,8.372629740224884,day
221,2011-08-09,Fall,0,8,0,2,1,1,0.775,0.570417,0.151121,907,3695,4602,Weekday,Warm,8.434463543817241,day
222,2011-08-10,Fall,0,8,0,3,1,1,0.766667,0.424167,0.200258,884,3896,4780,Weekday,Warm,8.472405008626103,day
223,2011-08-11,Fall,0,8,0,4,1,1,0.7175,0.42375,0.164796,812,3980,4792,Weekday,Warm,8.474911799159631,day
224,2011-08-12,Fall,0,8,0,5,1,1,0.708333,0.415,0.125621,1051,3854,4905,Weekday,Warm,8.498214224818435,day
225,2011-08-13,Fall,0,8,0,6,0,2,0.685833,0.729583,0.211454,1504,2646,4150,Weekend,Warm,8.33110454805304,day
226,2011-08-14,Fall,0,8,0,0,0,2,0.676667,0.8175,0.222633,1338,2482,3820,Weekend,Warm,8.2482674474469,day
227,2011-08-15,Fall,0,8,0,1,1,1,0.665833,0.712083,0.208954,775,3563,4338,Weekday,Warm,8.37539918579835,day
228,2011-08-16,Fall,0,8,0,2,1,1,0.700833,0.578333,0.236329,721,4004,4725,Weekday,Warm,8.460834457746854,day
229,2011-08-17,Fall,0,8,0,3,1,1,0.723333,0.575417,0.143667,668,4026,4694,Weekday,Warm,8.454253391642363,day
230,2011-08-18,Fall,0,8,0,4,1,1,0.711667,0.654583,0.233208,639,3166,3805,Weekday,Warm,8.244334047856094,day
231,2011-08-19,Fall,0,8,0,5,1,2,0.685,0.722917,0.139308,797,3356,4153,Weekday,Warm,8.331827004436057,day
232,2011-08-20,Fall,0,8,0,6,0,1,0.6975,0.674167,0.104467,1914,3277,5191,Weekend,Warm,8.554874258383926,day
233,2011-08-21,Fall,0,8,0,0,0,1,0.710833,0.77,0.248754,1249,2624,3873,Weekend,Warm,8.262042843966942,day
234,2011-08-22,Fall,0,8,0,1,1,1,0.691667,0.47,0.27675,833,3925,4758,Weekday,Warm,8.46779284112111,day
235,2011-08-23,Fall,0,8,0,2,1,1,0.640833,0.455417,0.146763,1281,4614,5895,Weekday,Warm,8.682029433869172,day
236,2011-08-24,Fall,0,8,0,3,1,1,0.673333,0.605,0.253108,949,4181,5130,Weekday,Warm,8.543055850941965,day
237,2011-08-25,Fall,0,8,0,4,1,2,0.684167,0.771667,0.210833,435,3107,3542,Weekday,Warm,8.172729104865471,day
238,2011-08-26,Fall,0,8,0,5,1,1,0.7,0.76125,0.0839625,768,3893,4661,Weekday,Warm,8.447199819595703,day
239,2011-08-27,Fall,0,8,0,6,0,2,0.68,0.85,0.375617,226,889,1115,Weekend,Warm,7.017506142941256,day
240,2011-08-28,Fall,0,8,0,0,0,1,0.707059,0.561765,0.304659,1415,2919,4334,Weekend,Warm,8.374476889214643,day
241,2011-08-29,Fall,0,8,0,1,1,1,0.636667,0.554583,0.159825,729,3905,4634,Weekday,Warm,8.441391477999955,day
242,2011-08-30,Fall,0,8,0,2,1,1,0.639167,0.548333,0.125008,775,4429,5204,Weekday,Warm,8.557374981049069,day
243,2011-08-31,Fall,0,8,0,3,1,1,0.656667,0.597917,0.0833333,688,4370,5058,Weekday,Warm,8.528924114291936,day
244,2011-09-01,Fall,0,9,0,4,1,1,0.655,0.639167,0.141796,783,4332,5115,Weekday,Warm,8.540128162698734,day
245,2011-09-02,Fall,0,9,0,5,1,2,0.643333,0.727083,0.139929,875,3852,4727,Weekday,Warm,8.461257559085935,day
246,2011-09-03,Fall,0,9,0,6,0,1,0.669167,0.716667,0.185325,1935,2549,4484,Weekend,Warm,8.408493774492896,day
247,2011-09-04,Fall,0,9,0,0,0,1,0.709167,0.742083,0.206467,2521,2419,4940,Weekend,Warm,8.50532301884575,day
248,2011-09-05,Fall,0,9,1,1,0,2,0.673333,0.790417,0.212696,1236,2115,3351,Weekday,Warm,8.117312461601975,day
249,2011-09-06,Fall,0,9,0,2,1,3,0.54,0.886957,0.343943,204,2506,2710,Weekday,Mild,7.905072849498666,day
250,2011-09-07,Fall,0,9,0,3,1,3,0.599167,0.917083,0.0970208,118,1878,1996,Weekday,Mild,7.599401333415815,day
251,2011-09-08,Fall,0,9,0,4,1,3,0.633913,0.939565,0.192748,153,1689,1842,Weekday,Warm,7.519149957669823,day
252,2011-09-09,Fall,0,9,0,5,1,2,0.65,0.897917,0.124379,417,3127,3544,Weekday,Warm,8.173293438966228,day
253,2011-09-10,Fall,0,9,0,6,0,1,0.66,0.75375,0.153608,1750,3595,5345,Weekend,Warm,8.584103896698863,day
254,2011-09-11,Fall,0,9,0,0,0,1,0.653333,0.71375,0.115054,1633,3413,5046,Weekend,Warm,8.526549286340263,day
255,2011-09-12,Fall,0,9,0,1,1,1,0.644348,0.692174,0.088913,690,4023,4713,Weekday,Warm,8.458292083496076,day
256,2011-09-13,Fall,0,9,0,2,1,1,0.650833,0.7125,0.141804,701,4062,4763,Weekday,Warm,8.46884293047519,day
257,2011-09-14,Fall,0,9,0,3,1,1,0.673333,0.697083,0.1673,647,4138,4785,Weekday,Warm,8.47345026846832,day
258,2011-09-15,Fall,0,9,0,4,1,2,0.5775,0.709167,0.271146,428,3231,3659,Weekday,Mild,8.205218426395412,day
259,2011-09-16,Fall,0,9,0,5,1,2,0.469167,0.590417,0.164183,742,4018,4760,Weekday,Mild,8.46821300919452,day
260,2011-09-17,Fall,0,9,0,6,0,2,0.491667,0.718333,0.189675,1434,3077,4511,Weekend,Mild,8.414495793177895,day
261,2011-09-18,Fall,0,9,0,0,0,1,0.5075,0.695,0.178483,1353,2921,4274,Weekend,Mild,8.360539381370861,day
262,2011-09-19,Fall,0,9,0,1,1,2,0.549167,0.69,0.151742,691,3848,4539,Weekday,Mild,8.420682291035394,day
263,2011-09-20,Fall,0,9,0,2,1,2,0.561667,0.88125,0.134954,438,3203,3641,Weekday,Mild,8.200288260287554,day
264,2011-09-21,Fall,0,9,0,3,1,2,0.595,0.9,0.0964042,539,3813,4352,Weekday,Mild,8.378620541552298,day
265,2011-09-22,Fall,0,9,0,4,1,2,0.628333,0.902083,0.128125,555,4240,4795,Weekday,Warm,8.475537516147405,day
266,2011-09-23,Winter,0,9,0,5,1,2,0.609167,0.9725,0.0783667,258,2137,2395,Weekday,Warm,7.78155595923534,day
267,2011-09-24,Winter,0,9,0,6,0,2,0.606667,0.8625,0.0783833,1776,3647,5423,Weekend,Warm,8.598588829620232,day
268,2011-09-25,Winter,0,9,0,0,0,2,0.634167,0.845,0.0503792,1544,3466,5010,Weekend,Warm,8.519390774959724,day
269,2011-09-26,Winter,0,9,0,1,1,2,0.649167,0.848333,0.1107,684,3946,4630,Weekday,Warm,8.440528106480752,day
270,2011-09-27,Winter,0,9,0,2,1,2,0.636667,0.885417,0.118171,477,3643,4120,Weekday,Warm,8.323851131338817,day
271,2011-09-28,Winter,0,9,0,3,1,2,0.635,0.84875,0.148629,480,3427,3907,Weekday,Warm,8.270781013162674,day
272,2011-09-29,Winter,0,9,0,4,1,1,0.616667,0.699167,0.172883,653,4186,4839,Weekday,Warm,8.484669999710677,day
273,2011-09-30,Winter,0,9,0,5,1,1,0.564167,0.6475,0.206475,830,4372,5202,Weekday,Mild,8.556990661290303,day
274,2011-10-01,Winter,0,10,0,6,0,2,0.41,0.75375,0.292296,480,1949,2429,Weekend,Mild,7.795646536334594,day
275,2011-10-02,Winter,0,10,0,0,0,2,0.356667,0.791667,0.222013,616,2302,2918,Weekend,Mild,7.978996370854115,day
276,2011-10-03,Winter,0,10,0,1,1,2,0.384167,0.760833,0.0833458,330,3240,3570,Weekday,Mild,8.18060094759445,day
277,2011-10-04,Winter,0,10,0,2,1,1,0.484167,0.71,0.205854,486,3970,4456,Weekday,Mild,8.402231172946555,day
278,2011-10-05,Winter,0,10,0,3,1,1,0.538333,0.647917,0.17725,559,4267,4826,Weekday,Mild,8.481980435660493,day
279,2011-10-06,Winter,0,10,0,4,1,1,0.494167,0.620833,0.134954,639,4126,4765,Weekday,Mild,8.469262657658687,day
280,2011-10-07,Winter,0,10,0,5,1,1,0.510833,0.684167,0.0223917,949,4036,4985,Weekday,Mild,8.514389264083503,day
281,2011-10-08,Winter,0,10,0,6,0,1,0.521667,0.70125,0.0454042,2235,3174,5409,Weekend,Mild,8.596004371840527,day
282,2011-10-09,Winter,0,10,0,0,0,1,0.540833,0.7275,0.06345,2397,3114,5511,Weekend,Mild,8.614682812693495,day
283,2011-10-10,Winter,0,10,1,1,0,1,0.570833,0.73375,0.0423042,1514,3603,5117,Weekday,Mild,8.540519016719735,day
284,2011-10-11,Winter,0,10,0,2,1,2,0.566667,0.80875,0.143042,667,3896,4563,Weekday,Mild,8.425954710981966,day
285,2011-10-12,Winter,0,10,0,3,1,3,0.543333,0.90625,0.24815,217,2199,2416,Weekday,Mild,7.790282380703483,day
286,2011-10-13,Winter,0,10,0,4,1,2,0.589167,0.896667,0.141787,290,2623,2913,Weekday,Mild,7.97728198675515,day
287,2011-10-14,Winter,0,10,0,5,1,2,0.550833,0.71625,0.223883,529,3115,3644,Weekday,Mild,8.201111644442758,day
288,2011-10-15,Winter,0,10,0,6,0,1,0.506667,0.483333,0.258083,1899,3318,5217,Weekend,Mild,8.559869465696673,day
289,2011-10-16,Winter,0,10,0,0,0,1,0.511667,0.486667,0.281717,1748,3293,5041,Weekend,Mild,8.525558107747866,day
290,2011-10-17,Winter,0,10,0,1,1,1,0.534167,0.579583,0.175379,713,3857,4570,Weekday,Mild,8.427487278331744,day
291,2011-10-18,Winter,0,10,0,2,1,2,0.5325,0.701667,0.110087,637,4111,4748,Weekday,Mild,8.465689348549121,day
292,2011-10-19,Winter,0,10,0,3,1,3,0.541739,0.895217,0.243339,254,2170,2424,Weekday,Mild,7.793586803371584,day
293,2011-10-20,Winter,0,10,0,4,1,1,0.475833,0.63625,0.422275,471,3724,4195,Weekday,Mild,8.341886969516187,day
294,2011-10-21,Winter,0,10,0,5,1,1,0.4275,0.574167,0.221396,676,3628,4304,Weekday,Mild,8.367532416861831,day
295,2011-10-22,Winter,0,10,0,6,0,1,0.4225,0.629167,0.0926667,1499,2809,4308,Weekend,Mild,8.368461137615839,day
296,2011-10-23,Winter,0,10,0,0,0,1,0.421667,0.74125,0.0995125,1619,2762,4381,Weekend,Mild,8.385260520155413,day
297,2011-10-24,Winter,0,10,0,1,1,1,0.463333,0.772083,0.118792,699,3488,4187,Weekday,Mild,8.339978571990427,day
298,2011-10-25,Winter,0,10,0,2,1,1,0.471667,0.622917,0.166658,695,3992,4687,Weekday,Mild,8.452761331256848,day
299,2011-10-26,Winter,0,10,0,3,1,2,0.484167,0.720417,0.148642,404,3490,3894,Weekday,Mild,8.267448958304849,day
300,2011-10-27,Winter,0,10,0,4,1,2,0.47,0.812917,0.197763,240,2419,2659,Weekday,Mild,7.886081401775745,day
301,2011-10-28,Winter,0,10,0,5,1,2,0.330833,0.585833,0.229479,456,3291,3747,Weekday,Mild,8.228977643358313,day
302,2011-10-29,Winter,0,10,0,6,0,3,0.254167,0.8825,0.351371,57,570,627,Weekend,Cold,6.442540166468199,day
303,2011-10-30,Winter,0,10,0,0,0,1,0.319167,0.62375,0.176617,885,2446,3331,Weekend,Mild,8.111328003286733,day
304,2011-10-31,Winter,0,10,0,1,1,1,0.34,0.703333,0.10635,362,3307,3669,Weekday,Mild,8.207946941048617,day
305,2011-11-01,Winter,0,11,0,2,1,1,0.400833,0.68375,0.135571,410,3658,4068,Weekday,Mild,8.31115254800169,day
306,2011-11-02,Winter,0,11,0,3,1,1,0.3775,0.71875,0.0820917,370,3816,4186,Weekday,Mild,8.339739766019143,day
307,2011-11-03,Winter,0,11,0,4,1,1,0.408333,0.702083,0.136817,318,3656,3974,Weekday,Mild,8.287780027088433,day
308,2011-11-04,Winter,0,11,0,5,1,2,0.403333,0.6225,0.271779,470,3576,4046,Weekday,Mild,8.305731144875866,day
309,2011-11-05,Winter,0,11,0,6,0,1,0.326667,0.519167,0.189062,1156,2770,3926,Weekend,Mild,8.27563105457801,day
310,2011-11-06,Winter,0,11,0,0,0,1,0.348333,0.734583,0.0920542,952,2697,3649,Weekend,Mild,8.202482446576537,day
311,2011-11-07,Winter,0,11,0,1,1,1,0.395,0.75875,0.057225,373,3662,4035,Weekday,Mild,8.3030093814735,day
312,2011-11-08,Winter,0,11,0,2,1,1,0.408333,0.721667,0.0690375,376,3829,4205,Weekday,Mild,8.344267356262645,day
313,2011-11-09,Winter,0,11,0,3,1,1,0.4,0.758333,0.0621958,305,3804,4109,Weekday,Mild,8.32117830749028,day
314,2011-11-10,Winter,0,11,0,4,1,2,0.38,0.813333,0.189067,190,2743,2933,Weekday,Mild,7.984121958702927,day
315,2011-11-11,Winter,0,11,1,5,0,1,0.324167,0.44625,0.314675,440,2928,3368,Weekday,Mild,8.122371243406553,day
316,2011-11-12,Winter,0,11,0,6,0,1,0.356667,0.552917,0.212062,1275,2792,4067,Weekend,Mild,8.31090675716845,day
317,2011-11-13,Winter,0,11,0,0,0,1,0.440833,0.458333,0.281721,1004,2713,3717,Weekend,Mild,8.220941168281389,day
318,2011-11-14,Winter,0,11,0,1,1,1,0.53,0.587083,0.306596,595,3891,4486,Weekday,Mild,8.408939605975984,day
319,2011-11-15,Winter,0,11,0,2,1,2,0.53,0.68875,0.199633,449,3746,4195,Weekday,Mild,8.341886969516187,day
320,2011-11-16,Winter,0,11,0,3,1,3,0.456667,0.93,0.136829,145,1672,1817,Weekday,Mild,7.505492274737424,day
321,2011-11-17,Winter,0,11,0,4,1,2,0.341667,0.575833,0.305362,139,2914,3053,Weekday,Mild,8.024207485778577,day
322,2011-11-18,Winter,0,11,0,5,1,1,0.274167,0.41,0.168533,245,3147,3392,Weekday,Cold,8.129469764784231,day
323,2011-11-19,Winter,0,11,0,6,0,1,0.329167,0.502083,0.224496,943,2720,3663,Weekend,Mild,8.20631072579402,day
324,2011-11-20,Winter,0,11,0,0,0,2,0.463333,0.684583,0.18595,787,2733,3520,Weekend,Mild,8.166500319155052,day
325,2011-11-21,Winter,0,11,0,1,1,3,0.4475,0.91,0.138054,220,2545,2765,Weekday,Mild,7.925157512224704,day
326,2011-11-22,Winter,0,11,0,2,1,3,0.416667,0.9625,0.118792,69,1538,1607,Weekday,Mild,7.382746449738912,day
327,2011-11-23,Winter,0,11,0,3,1,2,0.440833,0.757917,0.335825,112,2454,2566,Weekday,Mild,7.85049318087114,day
328,2011-11-24,Winter,0,11,1,4,0,1,0.373333,0.549167,0.167304,560,935,1495,Weekday,Mild,7.310550158534422,day
329,2011-11-25,Winter,0,11,0,5,1,1,0.375,0.64375,0.0988958,1095,1697,2792,Weekday,Mild,7.934871565945176,day
330,2011-11-26,Winter,0,11,0,6,0,1,0.375833,0.681667,0.0684208,1249,1819,3068,Weekend,Mild,8.029107054619736,day
331,2011-11-27,Winter,0,11,0,0,0,1,0.459167,0.698333,0.208954,810,2261,3071,Weekend,Mild,8.030084094267563,day
332,2011-11-28,Winter,0,11,0,1,1,1,0.503478,0.743043,0.142122,253,3614,3867,Weekday,Mild,8.260492856573185,day
333,2011-11-29,Winter,0,11,0,2,1,2,0.458333,0.830833,0.258092,96,2818,2914,Weekday,Mild,7.977625098784593,day
334,2011-11-30,Winter,0,11,0,3,1,1,0.325,0.613333,0.271158,188,3425,3613,Weekday,Mild,8.192570471152173,day
335,2011-12-01,Winter,0,12,0,4,1,1,0.3125,0.524583,0.220158,182,3545,3727,Weekday,Mild,8.223627175805483,day
336,2011-12-02,Winter,0,12,0,5,1,1,0.314167,0.625833,0.100754,268,3672,3940,Weekday,Mild,8.279189777195004,day
337,2011-12-03,Winter,0,12,0,6,0,1,0.299167,0.612917,0.0957833,706,2908,3614,Weekend,Cold,8.192847134592865,day
338,2011-12-04,Winter,0,12,0,0,0,1,0.330833,0.775833,0.0839583,634,2851,3485,Weekend,Mild,8.156510226079966,day
339,2011-12-05,Winter,0,12,0,1,1,2,0.385833,0.827083,0.0622083,233,3578,3811,Weekday,Mild,8.245909264774093,day
340,2011-12-06,Winter,0,12,0,2,1,3,0.4625,0.949583,0.232583,126,2468,2594,Weekday,Mild,7.861341795599989,day
341,2011-12-07,Winter,0,12,0,3,1,3,0.41,0.970417,0.266175,50,655,705,Weekday,Mild,6.559615237493242,day
342,2011-12-08,Winter,0,12,0,4,1,1,0.265833,0.58,0.240058,150,3172,3322,Weekday,Cold,8.108623268354595,day
343,2011-12-09,Winter,0,12,0,5,1,1,0.290833,0.695833,0.0827167,261,3359,3620,Weekday,Cold,8.19450550976564,day
344,2011-12-10,Winter,0,12,0,6,0,1,0.275,0.5075,0.233221,502,2688,3190,Weekend,Cold,8.068089626278244,day
345,2011-12-11,Winter,0,12,0,0,0,1,0.220833,0.49,0.0665417,377,2366,2743,Weekend,Cold,7.917171988845776,day
346,2011-12-12,Winter,0,12,0,1,1,1,0.238333,0.670833,0.06345,143,3167,3310,Weekday,Cold,8.105005537547246,day
347,2011-12-13,Winter,0,12,0,2,1,1,0.2825,0.59,0.14055,155,3368,3523,Weekday,Cold,8.16735198705607,day
348,2011-12-14,Winter,0,12,0,3,1,2,0.3175,0.66375,0.0609583,178,3562,3740,Weekday,Mild,8.227108234348146,day
349,2011-12-15,Winter,0,12,0,4,1,2,0.4225,0.634167,0.268042,181,3528,3709,Weekday,Mild,8.21878715560148,day
350,2011-12-16,Winter,0,12,0,5,1,2,0.375,0.500417,0.260575,178,3399,3577,Weekday,Mild,8.182559264068665,day
351,2011-12-17,Winter,0,12,0,6,0,2,0.258333,0.560833,0.243167,275,2464,2739,Weekend,Cold,7.915713199382116,day
352,2011-12-18,Winter,0,12,0,0,0,1,0.238333,0.58625,0.169779,220,2211,2431,Weekend,Cold,7.796469243086058,day
353,2011-12-19,Winter,0,12,0,1,1,1,0.276667,0.6375,0.172896,260,3143,3403,Weekday,Cold,8.132706489693264,day
354,2011-12-20,Winter,0,12,0,2,1,2,0.385833,0.595417,0.0615708,216,3534,3750,Weekday,Mild,8.229777750081887,day
355,2011-12-21,Spring,0,12,0,3,1,2,0.428333,0.858333,0.2214,107,2553,2660,Weekday,Mild,7.886457270977689,day
356,2011-12-22,Spring,0,12,0,4,1,2,0.423333,0.7575,0.047275,227,2841,3068,Weekday,Mild,8.029107054619736,day
357,2011-12-23,Spring,0,12,0,5,1,1,0.373333,0.68625,0.274246,163,2046,2209,Weekday,Mild,7.700747794511798,day
358,2011-12-24,Spring,0,12,0,6,0,1,0.3025,0.5425,0.190304,155,856,1011,Weekend,Mild,6.919683849847411,day
359,2011-12-25,Spring,0,12,0,0,0,1,0.274783,0.681304,0.155091,303,451,754,Weekend,Cold,6.626717749249025,day
360,2011-12-26,Spring,0,12,1,1,0,1,0.321739,0.506957,0.239465,430,887,1317,Weekday,Mild,7.183870715062453,day
361,2011-12-27,Spring,0,12,0,2,1,2,0.325,0.7625,0.18845,103,1059,1162,Weekday,Mild,7.0587581525186645,day
362,2011-12-28,Spring,0,12,0,3,1,1,0.29913,0.503913,0.293961,255,2047,2302,Weekday,Cold,7.741967899820685,day
363,2011-12-29,Spring,0,12,0,4,1,1,0.248333,0.574167,0.119412,254,2169,2423,Weekday,Cold,7.793174347189205,day
364,2011-12-30,Spring,0,12,0,5,1,1,0.311667,0.636667,0.134337,491,2508,2999,Weekday,Mild,8.006367567650246,day
365,2011-12-31,Spring,0,12,0,6,0,1,0.41,0.615833,0.220154,665,1820,2485,Weekend,Mild,7.818430272070656,day
366,2012-01-01,Spring,1,1,0,0,0,1,0.37,0.6925,0.192167,686,1608,2294,Weekend,Mild,7.738488122494646,day
