instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,temp_category,cnt_log
548,2012-07-01,Fall,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,Weekend,Warm,8.61830469278465
549,2012-07-02,Fall,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,Weekday,Warm,8.73681053295389
550,2012-07-03,Fall,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,Weekday,Warm,8.804024902413179
551,2012-07-04,Fall,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,Weekday,Warm,8.909775673693389
552,2012-07-05,Fall,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,Weekday,Warm,8.739055922830724
553,2012-07-06,Fall,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,Weekday,Warm,8.733594061863055
554,2012-07-07,Fall,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,Weekend,Warm,8.484876589939695
555,2012-07-08,Fall,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,Weekend,Warm,8.449556542700426
556,2012-07-09,Fall,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,Weekday,Warm,8.790269111478656
557,2012-07-10,Fall,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,Weekday,Warm,8.74687531957003
558,2012-07-11,Fall,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,Weekday,Warm,8.890823576004383
559,2012-07-12,Fall,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,Weekday,Warm,8.915566545710645
560,2012-07-13,Fall,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,Weekday,Warm,8.922658299524402
561,2012-07-14,Fall,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,Weekend,Warm,8.84937050375457
562,2012-07-15,Fall,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,Weekend,Warm,8.704833909687792
563,2012-07-16,Fall,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,Weekday,Warm,8.82922635473185
564,2012-07-17,Fall,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,Weekday,Warm,8.822764296703758
565,2012-07-18,Fall,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,Weekday,Warm,8.65067458279072
566,2012-07-19,Fall,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,Weekday,Warm,8.793612071589308
567,2012-07-20,Fall,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,Weekday,Warm,8.677780256064185
568,2012-07-21,Fall,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,Weekend,Mild,8.40290404501411
569,2012-07-22,Fall,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,Weekend,Warm,8.910720661951359
570,2012-07-23,Fall,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,Weekday,Warm,8.848939995030118
571,2012-07-24,Fall,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,Weekday,Warm,8.934982049213234
572,2012-07-25,Fall,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,Weekday,Warm,9.008713664124222
573,2012-07-26,Fall,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,Weekday,Warm,8.833754223418396
574,2012-07-27,Fall,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,Weekday,Warm,8.840001065843392
575,2012-07-28,Fall,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,Weekend,Warm,8.807771066980044
576,2012-07-29,Fall,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,Weekend,Warm,8.794521851788527
577,2012-07-30,Fall,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,Weekday,Warm,8.868694776580972
578,2012-07-31,Fall,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,Weekday,Warm,8.884194633072273
579,2012-08-01,Fall,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,Weekday,Warm,8.933400396056303
580,2012-08-02,Fall,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,Weekday,Warm,8.89041055197428
581,2012-08-03,Fall,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,Weekday,Warm,8.878497403738631
582,2012-08-04,Fall,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,Weekend,Warm,8.82834762005316
583,2012-08-05,Fall,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,Weekend,Warm,8.60611940061064
584,2012-08-06,Fall,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,Weekday,Warm,8.855663430700123
585,2012-08-07,Fall,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,Weekday,Warm,8.892061625546935
586,2012-08-08,Fall,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,Weekday,Warm,8.927314111060596
587,2012-08-09,Fall,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,Weekday,Warm,8.893847217670283
588,2012-08-10,Fall,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,Weekday,Warm,8.663369301573839
589,2012-08-11,Fall,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,Weekend,Warm,8.748304912379623
590,2012-08-12,Fall,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,Weekend,Warm,8.786456678344
591,2012-08-13,Fall,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,Weekday,Warm,8.83695515733143
592,2012-08-14,Fall,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,Weekday,Warm,8.82246957226897
593,2012-08-15,Fall,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,Weekday,Warm,8.902183446335016
594,2012-08-16,Fall,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,Weekday,Warm,8.936692688488204
595,2012-08-17,Fall,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,Weekday,Warm,8.874727765766853
596,2012-08-18,Fall,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,Weekend,Warm,8.970304952991755
597,2012-08-19,Fall,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,Weekend,Warm,8.422882511944996
598,2012-08-20,Fall,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,Weekday,Warm,8.784315349902657
599,2012-08-21,Fall,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,Weekday,Warm,8.854664928370534
600,2012-08-22,Fall,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,Weekday,Warm,8.90598676523643
601,2012-08-23,Fall,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,Weekday,Warm,8.957510510291613
602,2012-08-24,Fall,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,Weekday,Warm,8.933664178700935
603,2012-08-25,Fall,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,Weekend,Warm,8.708474489581665
604,2012-08-26,Fall,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,Weekend,Warm,8.567125560164447
605,2012-08-27,Fall,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,Weekday,Warm,8.841881989497114
606,2012-08-28,Fall,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,Weekday,Warm,8.859505484519133
607,2012-08-29,Fall,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,Weekday,Warm,8.948715833843691
608,2012-08-30,Fall,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,Weekday,Warm,8.950792138768174
609,2012-08-31,Fall,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,Weekday,Warm,8.902591637374087
610,2012-09-01,Fall,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,Weekend,Warm,8.722742874329398
611,2012-09-02,Fall,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,Weekend,Warm,8.667507952075105
612,2012-09-03,Fall,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,Weekday,Warm,8.705331133531631
613,2012-09-04,Fall,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,Weekday,Warm,8.834191318202071
614,2012-09-05,Fall,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,Weekday,Warm,8.869679374733515
615,2012-09-06,Fall,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,Weekday,Warm,8.73294952429643
616,2012-09-07,Fall,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,Weekday,Warm,8.923324744067562
617,2012-09-08,Fall,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,Weekend,Warm,8.695674048824253
618,2012-09-09,Fall,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,Weekend,Warm,9.015298250772847
619,2012-09-10,Fall,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,Weekday,Mild,8.926118971153382
620,2012-09-11,Fall,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,Weekday,Mild,8.957768009971161
621,2012-09-12,Fall,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,Weekday,Mild,8.97094039814245
622,2012-09-13,Fall,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,Weekday,Warm,8.962519832949532
623,2012-09-14,Fall,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,Weekday,Warm,8.988446040062405
624,2012-09-15,Fall,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,Weekend,Warm,9.07280095795412
625,2012-09-16,Fall,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,Weekend,Mild,8.900276348631271
626,2012-09-17,Fall,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,Weekday,Mild,8.834919385216395
627,2012-09-18,Fall,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,Weekday,Warm,8.31238059678675
628,2012-09-19,Fall,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,Weekday,Mild,8.934850340289763
629,2012-09-20,Fall,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,Weekday,Mild,8.951699168308815
630,2012-09-21,Fall,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,Weekday,Mild,9.007979359844501
631,2012-09-22,Fall,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,Weekend,Warm,9.035510680940524
632,2012-09-23,Winter,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Weekend,Mild,8.975630184290507
633,2012-09-24,Winter,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Weekday,Mild,8.9142228207033
634,2012-09-25,Winter,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Weekday,Mild,8.927844826211702
635,2012-09-26,Winter,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Weekday,Warm,8.953381472167242
636,2012-09-27,Winter,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Weekday,Warm,8.908424139496578
637,2012-09-28,Winter,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Weekday,Warm,8.91139510724569
638,2012-09-29,Winter,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Weekend,Mild,9.054388070202297
639,2012-09-30,Winter,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Weekend,Mild,8.837826364007704
640,2012-10-01,Winter,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Weekday,Mild,8.821584877430965
641,2012-10-02,Winter,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Weekday,Mild,8.442469645220301
642,2012-10-03,Winter,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Weekday,Warm,8.932344569113823
643,2012-10-04,Winter,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Weekday,Warm,8.89959435992585
644,2012-10-05,Winter,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Weekday,Warm,9.00663173330058
645,2012-10-06,Winter,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Weekend,Mild,8.982937763741589
646,2012-10-07,Winter,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Weekend,Mild,8.163656176168432
647,2012-10-08,Winter,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Weekday,Mild,8.608677881538416
648,2012-10-09,Winter,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Weekday,Mild,8.762958920766726
649,2012-10-10,Winter,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Weekday,Mild,8.94793610670867
650,2012-10-11,Winter,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Weekday,Mild,8.932080438103307
651,2012-10-12,Winter,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Weekday,Mild,8.893298144217916
652,2012-10-13,Winter,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Weekend,Mild,8.869257522797287
653,2012-10-14,Winter,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Weekend,Mild,8.80086724247048
654,2012-10-15,Winter,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Weekday,Mild,8.678631537293768
655,2012-10-16,Winter,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Weekday,Mild,8.927314111060596
656,2012-10-17,Winter,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Weekday,Mild,8.917578753781104
657,2012-10-18,Winter,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Weekday,Mild,8.92399074475818
658,2012-10-19,Winter,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Weekday,Mild,8.59877317840866
659,2012-10-20,Winter,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Weekend,Mild,8.99850761180784
660,2012-10-21,Winter,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Weekend,Mild,8.82834762005316
661,2012-10-22,Winter,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Weekday,Mild,8.862058677395472
662,2012-10-23,Winter,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Weekday,Mild,8.918248591035702
663,2012-10-24,Winter,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Weekday,Mild,8.94819608331224
664,2012-10-25,Winter,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Weekday,Mild,8.903815211722922
665,2012-10-26,Winter,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Weekday,Mild,8.915297945118109
666,2012-10-27,Winter,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Weekend,Mild,8.968650903374874
667,2012-10-28,Winter,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Weekend,Mild,8.40290404501411
668,2012-10-29,Winter,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Weekday,Mild,3.1354942159291497
669,2012-10-30,Winter,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Weekday,Mild,7.00033446027523
670,2012-10-31,Winter,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Weekday,Mild,8.624611588183507
671,2012-11-01,Winter,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Weekday,Mild,8.697345730925353
672,2012-11-02,Winter,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Weekday,Mild,8.673855001429615
673,2012-11-03,Winter,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Weekend,Mild,8.54461378699223
674,2012-11-04,Winter,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Weekend,Mild,8.53856321715243
675,2012-11-05,Winter,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Weekday,Mild,8.567886305731756
676,2012-11-06,Winter,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Weekday,Cold,8.645938147306799
677,2012-11-07,Winter,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Weekday,Cold,8.524367395164237
678,2012-11-08,Winter,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Weekday,Mild,8.578476419833136
679,2012-11-09,Winter,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Weekday,Mild,8.698347400458186
680,2012-11-10,Winter,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Weekend,Mild,8.78523362361273
681,2012-11-11,Winter,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Weekend,Mild,8.832441791585824
682,2012-11-12,Winter,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Weekday,Mild,8.743531633626967
683,2012-11-13,Winter,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Weekday,Mild,8.31752199628717
684,2012-11-14,Winter,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Weekday,Cold,8.611775833902186
685,2012-11-15,Winter,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Weekday,Mild,8.602636673233706
686,2012-11-16,Winter,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Weekday,Mild,8.648045999835
687,2012-11-17,Winter,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Weekend,Mild,8.635864721133736
688,2012-11-18,Winter,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Weekend,Mild,8.448914350662942
689,2012-11-19,Winter,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Weekday,Mild,8.612503371220562
690,2012-11-20,Winter,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Weekday,Mild,8.636752426473876
691,2012-11-21,Winter,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Weekday,Mild,8.546169299652755
692,2012-11-22,Winter,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Weekday,Mild,7.793999089503996
693,2012-11-23,Winter,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Weekday,Mild,8.271548374755515
694,2012-11-24,Winter,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Weekend,Cold,7.731053144007127
695,2012-11-25,Winter,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Weekend,Cold,7.793586803371584
696,2012-11-26,Winter,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Weekday,Mild,8.534640105019959
697,2012-11-27,Winter,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Weekday,Cold,8.283999304248526
698,2012-11-28,Winter,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Weekday,Cold,8.568076401730806
699,2012-11-29,Winter,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Weekday,Cold,8.579980179515003
700,2012-11-30,Winter,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Weekday,Cold,8.642768014324304
701,2012-12-01,Winter,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Weekend,Cold,8.554874258383926
702,2012-12-02,Winter,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Weekend,Mild,8.444622498581403
703,2012-12-03,Winter,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Weekday,Mild,8.737933858114136
704,2012-12-04,Winter,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Weekday,Mild,8.795884972029885
705,2012-12-05,Winter,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Weekday,Mild,8.653470809708786
706,2012-12-06,Winter,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Weekday,Cold,8.589699882202986
707,2012-12-07,Winter,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Weekday,Mild,8.518991573357617
708,2012-12-08,Winter,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Weekend,Mild,8.62748154531036
709,2012-12-09,Winter,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Weekend,Mild,8.079927770758275
710,2012-12-10,Winter,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Weekday,Mild,8.550821372396221
711,2012-12-11,Winter,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Weekday,Mild,8.61286694148452
712,2012-12-12,Winter,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Weekday,Cold,8.57922858233569
713,2012-12-13,Winter,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Weekday,Cold,8.618485442898109
714,2012-12-14,Winter,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Weekday,Cold,8.632662441222351
715,2012-12-15,Winter,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Weekend,Mild,8.52674740422105
716,2012-12-16,Winter,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Weekend,Mild,8.239329427901795
717,2012-12-17,Winter,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Weekday,Mild,8.43076346341785
718,2012-12-18,Winter,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Weekday,Mild,8.62299361030245
719,2012-12-19,Winter,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Weekday,Mild,8.569406062863171
720,2012-12-20,Winter,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Weekday,Mild,8.32579052588609
721,2012-12-21,Spring,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Weekday,Mild,8.19533366716287
722,2012-12-22,Spring,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Weekend,Cold,7.4673710669175595
723,2012-12-23,Spring,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Weekend,Cold,7.488852955733459
724,2012-12-24,Spring,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Weekday,Cold,6.825460036255307
725,2012-12-25,Spring,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Weekday,Cold,6.921658184151129
726,2012-12-26,Spring,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Weekday,Cold,6.091309882077698
727,2012-12-27,Spring,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Weekday,Cold,7.656810091480378
728,2012-12-28,Spring,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Weekday,Cold,8.037866234709618
729,2012-12-29,Spring,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Weekend,Cold,7.201916317531627
730,2012-12-30,Spring,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Weekend,Cold,7.493873886783559
731,2012-12-31,Spring,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Weekday,Cold,7.912056888179006
